title;location;date;players;surface;court_type;prize;winner
Brisbane;Brisbane, Australia;2013.12.29;28;Hard;Outdoor;$511,825;Lleyton Hewitt
Doha;Doha, Qatar;2013.12.30;32;Hard;Outdoor;$1,195,500;Rafael Nadal
Chennai;Chennai, India;2013.12.30;28;Hard;Outdoor;$459,140;Stan Wawrinka
Auckland;Auckland, New Zealand;2014.01.06;28;Hard;Outdoor;$514,345;John Isner
Sydney;Sydney, Australia;2014.01.06;28;Hard;Outdoor;$511,825;Juan Martin del Potro
Australian Open;Melbourne, Australia;2014.01.13;128;Hard;Outdoor;A$14,982,200;Stan Wawrinka
Montpellier;Montpellier, France;2014.02.03;28;Hard;Indoor;€485,760;Gael Monfils
Vina del Mar;Vina del Mar, Chile;2014.02.03;28;Clay;Outdoor;$485,760;Fabio Fognini
Zagreb;Zagreb, Croatia;2014.02.03;28;Hard;Indoor;€485,760;Marin Cilic
Rotterdam;Rotterdam, Netherlands;2014.02.10;32;Hard;Indoor;€1,500,755;Tomas Berdych
Memphis;Memphis, United States;2014.02.10;28;Hard;Indoor;$647,675;Kei Nishikori
Memphis;Memphis, United States;2014.02.10;28;Hard;Indoor;$647,675;Kei Nishikori
Buenos Aires;Buenos Aires, Argentina;2014.02.10;32;Clay;Outdoor;$567,760;David Ferrer
Rio de Janeiro;Rio de Janeiro, Brazil;2014.02.17;32;Clay;Outdoor;$1,454,365;Rafael Nadal
Marseille;Marseille, France;2014.02.17;28;Hard;Indoor;€621,560;Ernests Gulbis
Delray Beach;Delray Beach, United States;2014.02.17;32;Hard;Outdoor;$539,730;Marin Cilic
Dubai;Dubai, United Arab Emirates;2014.02.24;32;Hard;Outdoor;$2,359,935;Roger Federer
Acapulco;Acapulco, Mexico;2014.02.24;32;Hard;Outdoor;$1,454,365;Grigor Dimitrov
Sao Paulo;Sao Paulo, Brazil;2014.02.24;28;Clay;Indoor;$539,730;Federico Delbonis
ATP World Tour Masters 1000 Indian Wells;Indian Wells, United States;2014.03.06;96;Hard;Outdoor;$6,959,295;Novak Djokovic
ATP World Tour Masters 1000 Miami;Miami, United States;2014.03.19;96;Hard;Outdoor;$5,649,405;Novak Djokovic
Houston;Houston, United States;2014.04.07;28;Clay;Outdoor;$539,730;Fernando Verdasco
Casablanca;Casablanca, Morocco;2014.04.07;28;Clay;Outdoor;€485,760;Guillermo Garcia-Lopez
ATP World Tour Masters 1000 Monte Carlo;Monte Carlo, Monaco;2014.04.13;56;Clay;Outdoor;€3,246,165;Stan Wawrinka
Barcelona;Barcelona, Spain;2014.04.21;48;Clay;Outdoor;€2,127,035;Kei Nishikori
Bucharest;Bucharest, Romania;2014.04.21;28;Clay;Outdoor;€485,760;Grigor Dimitrov
Munich;Munich, Germany;2014.04.28;28;Clay;Outdoor;€485,760;Martin Klizan
Oeiras;Oeiras, Portugal;2014.04.28;28;Clay;Outdoor;€485,760;Carlos Berlocq
ATP World Tour Masters 1000 Madrid;Madrid, Spain;2014.05.04;56;Clay;Outdoor;€4,625,835;Rafael Nadal
ATP World Tour Masters 1000 Rome;Rome, Italy;2014.05.11;56;Clay;Outdoor;€3,452,415;Novak Djokovic
Dusseldorf;Dusseldorf, Germany;2014.05.18;28;Clay;Outdoor;€485,760;Philipp Kohlschreiber
Nice;Nice, France;2014.05.18;28;Clay;Outdoor;€485,760;Ernests Gulbis
Roland Garros;Paris, France;2014.05.26;128;Clay;Outdoor;€11,552,000;Rafael Nadal
Halle;Halle, Germany;2014.06.09;28;Grass;Outdoor;€809,600;Roger Federer
London / Queen's Club;London, Great Britain;2014.06.09;56;Grass;Outdoor;€809,600;Grigor Dimitrov
s-Hertogenbosch;s-Hertogenbosch, Netherlands;2014.06.15;32;Grass;Outdoor;€485,760;Roberto Bautista Agut
Eastbourne;Eastbourne, Great Britain;2014.06.16;28;Grass;Outdoor;€562,340;Feliciano Lopez
Wimbledon;London, Great Britain;2014.06.23;128;Grass;Outdoor;£11,715,000;Novak Djokovic
Newport;Newport, United States;2014.07.07;32;Grass;Outdoor;$539,730;Lleyton Hewitt
Bastad;Bastad, Sweden;2014.07.07;28;Clay;Outdoor;€485,760;Pablo Cuevas
Stuttgart;Stuttgart, Germany;2014.07.07;28;Clay;Outdoor;€485,760;Roberto Bautista Agut
Hamburg;Hamburg, Germany;2014.07.14;48;Clay;Outdoor;€1,322,150;Leonardo Mayer
Bogota;Bogota, Colombia;2014.07.14;28;Hard;Outdoor;$730,102;Bernard Tomic
Atlanta;Atlanta, United States;2014.07.21;28;Hard;Outdoor;$647,675;John Isner
Gstaad;Gstaad, Switzerland;2014.07.21;28;Clay;Outdoor;€485,760;Pablo Andujar
Umag;Umag, Croatia;2014.07.21;28;Clay;Outdoor;€485,760;Pablo Cuevas
Kitzbühel;Kitzbuhel, Austria;2014.07.27;28;Clay;Outdoor;€485,760;David Goffin
Washington;Washington, United States;2014.07.28;48;Hard;Outdoor;$1,654,295;Milos Raonic
ATP World Tour Masters 1000 Canada;Toronto, Canada;2014.08.04;56;Hard;Outdoor;$3,766,270;Jo-Wilfried Tsonga
ATP World Tour Masters 1000 Cincinnati;Cincinnati, United States;2014.08.10;56;Hard;Outdoor;$4,017,355;Roger Federer
Winston-Salem;Winston-Salem, United States;2014.08.17;48;Hard;Outdoor;$683,705;Lukas Rosol
US Open;New York City, United States;2014.08.25;128;Hard;Outdoor;$17,851,868;Marin Cilic
Metz;Metz, France;2014.09.15;28;Hard;Indoor;€485,760;David Goffin
Kuala Lumpur;Kuala Lumpur, Malaysia;2014.09.22;28;Hard;Indoor;$1,022,255;Kei Nishikori
Shenzhen;Shenzhen, China;2014.09.22;28;Hard;Outdoor;$655,955;Andy Murray
Beijing;Beijing, China;2014.09.29;32;Hard;Outdoor;$3,755,065;Novak Djokovic
Tokyo;Tokyo, Japan;2014.09.29;32;Hard;Outdoor;$1,373,420;Kei Nishikori
ATP World Tour Masters 1000 Shanghai;Shanghai, China;2014.10.05;56;Hard;Outdoor;$6,521,695;Roger Federer
Moscow;Moscow, Russia;2014.10.13;28;Hard;Indoor;$855,490;Marin Cilic
Stockholm;Stockholm, Sweden;2014.10.13;28;Hard;Indoor;€593,705;Tomas Berdych
Vienna;Vienna, Austria;2014.10.13;28;Hard;Indoor;€593,705;Andy Murray
Valencia;Valencia, Spain;2014.10.20;32;Hard;Indoor;€2,204,230;Andy Murray
Basel;Basel, Switzerland;2014.10.20;32;Hard;Indoor;€1,915,060;Roger Federer
ATP World Tour Masters 1000 Paris;Paris, France;2014.10.27;48;Hard;Indoor;€3,452,415;Novak Djokovic
ATP Finals;London, Great Britain;2014.11.09;8;Hard;Indoor;$6,500,000;Novak Djokovic
Brisbane;Brisbane, Australia;2015.01.04;28;Hard;Outdoor;$494,310;Roger Federer
Doha;Doha, Qatar;2015.01.05;32;Hard;Outdoor;$1,221,320;David Ferrer
Chennai;Chennai, India;2015.01.05;28;Hard;Outdoor;$458,400;Stan Wawrinka
Sydney;Sydney, Australia;2015.01.11;28;Hard;Outdoor;$494,310;Viktor Troicki
Auckland;Auckland, New Zealand;2015.01.12;28;Hard;Outdoor;$519,395;Jiri Vesely
Australian Open;Melbourne, Australia;2015.01.19;128;Hard;Outdoor;A$17,748,600;Novak Djokovic
Montpellier;Montpellier, France;2015.02.02;28;Hard;Indoor;€494,310;Richard Gasquet
Quito;Quito, Ecuador;2015.02.02;28;Clay;Outdoor;$494,310;Victor Estrella Burgos
Zagreb;Zagreb, Croatia;2015.02.02;28;Hard;Indoor;€494,310;Guillermo Garcia-Lopez
Rotterdam;Rotterdam, Netherlands;2015.02.09;32;Hard;Indoor;€1,600,855;Stan Wawrinka
Memphis;Memphis, United States;2015.02.09;28;Hard;Indoor;$659,070;Kei Nishikori
Sao Paulo;Sao Paulo, Brazil;2015.02.09;28;Clay;Indoor;$505,655;Pablo Cuevas
Rio de Janeiro;Rio de Janeiro, Brazil;2015.02.16;32;Clay;Outdoor;$1,548,755;David Ferrer
Marseille;Marseille, France;2015.02.16;28;Hard;Indoor;€632,840;Gilles Simon
Delray Beach;Delray Beach, United States;2015.02.16;32;Hard;Outdoor;$549,230;Ivo Karlovic
Dubai;Dubai, United Arab Emirates;2015.02.23;32;Hard;Outdoor;$2,503,810;Roger Federer
Acapulco;Acapulco, Mexico;2015.02.23;32;Hard;Outdoor;$1,548,755;David Ferrer
Buenos Aires;Buenos Aires, Argentina;2015.02.23;28;Clay;Outdoor;$573,750;Rafael Nadal
ATP World Tour Masters 1000 Indian Wells;Indian Wells, United States;2015.03.12;96;Hard;Outdoor;$7,107,445;Novak Djokovic
ATP World Tour Masters 1000 Miami;Miami, United States;2015.03.25;96;Hard;Outdoor;$6,267,755;Novak Djokovic
Houston;Houston, United States;2015.04.06;28;Clay;Outdoor;$549,230;Jack Sock
Casablanca;Casablanca, Morocco;2015.04.06;28;Clay;Outdoor;€494,310;Martin Klizan
ATP World Tour Masters 1000 Monte Carlo;Monte-Carlo, Monaco;2015.04.12;56;Clay;Outdoor;€3,624,045;Novak Djokovic
Barcelona;Barcelona, Spain;2015.04.20;48;Clay;Outdoor;€2,265,235;Kei Nishikori
Bucharest;Bucharest, Romania;2015.04.20;28;Clay;Outdoor;€494,310;Guillermo Garcia-Lopez
Estoril;Estoril, Portugal;2015.04.27;28;Clay;Outdoor;€494,310;Richard Gasquet
Istanbul;Istanbul, Turkey;2015.04.27;28;Clay;Outdoor;€494,310;Roger Federer
Munich;Munich, Germany;2015.04.27;28;Clay;Outdoor;€494,310;Andy Murray
ATP World Tour Masters 1000 Madrid;Madrid, Spain;2015.05.03;56;Clay;Outdoor;€5,113,730;Andy Murray
ATP World Tour Masters 1000 Rome;Rome, Italy;2015.05.10;56;Clay;Outdoor;€3,830,295;Novak Djokovic
Geneva;Geneva, Switzerland;2015.05.17;28;Clay;Outdoor;€494,310;Thomaz Bellucci
Nice;Nice, France;2015.05.17;28;Clay;Outdoor;€494,310;Dominic Thiem
Roland Garros;Paris, France;2015.05.24;128;Clay;Outdoor;€13,008,000;Stan Wawrinka
Stuttgart;Stuttgart, Germany;2015.06.08;28;Grass;Outdoor;€642,070;Rafael Nadal
s-Hertogenbosch;s-Hertogenbosch, Netherlands;2015.06.08;28;Grass;Outdoor;€604,155;Nicolas Mahut
Halle;Halle, Germany;2015.06.15;32;Grass;Outdoor;€1,696,645;Roger Federer
London / Queen's Club;London, Great Britain;2015.06.15;32;Grass;Outdoor;€1,696,645;Andy Murray
Nottingham;Nottingham, Great Britain;2015.06.21;48;Grass;Outdoor;€644,065;Denis Istomin
Wimbledon;London, Great Britain;2015.06.29;128;Grass;Outdoor;£12,568,000;Novak Djokovic
Newport;Newport, United States;2015.07.13;32;Grass;Outdoor;$549,230;Rajeev Ram
Bogota;Bogota, Colombia;2015.07.20;28;Hard;Outdoor;$768,915;Bernard Tomic
Bastad;Bastad, Sweden;2015.07.20;28;Clay;Outdoor;€494,310;Benoit Paire
Umag;Umag, Croatia;2015.07.20;28;Clay;Outdoor;€494,310;Dominic Thiem
Hamburg;Hamburg, Germany;2015.07.27;32;Clay;Outdoor;€1,407,960;Rafael Nadal
Atlanta;Atlanta, United States;2015.07.27;28;Hard;Outdoor;$659,070;John Isner
Gstaad;Gstaad, Switzerland;2015.07.27;28;Clay;Outdoor;€494,310;Dominic Thiem
Washington;Washington, United States;2015.08.03;48;Hard;Outdoor;$1,753,020;Kei Nishikori
Kitzbühel;Kitzbuhel, Austria;2015.08.03;28;Clay;Outdoor;€494,310;Philipp Kohlschreiber
ATP World Tour Masters 1000 Canada;Montreal, Canada;2015.08.10;56;Hard;Outdoor;$4,178,500;Andy Murray
ATP World Tour Masters 1000 Cincinnati;Cincinnati, United States;2015.08.16;56;Hard;Outdoor;$4,457,065;Roger Federer
Winston-Salem;Winston-Salem, United States;2015.08.23;48;Hard;Outdoor;$695,515;Kevin Anderson
US Open;New York, United States;2015.08.31;128;Hard;Outdoor;$19,852,700;Novak Djokovic
St. Petersburg;St. Petersburg, Russia;2015.09.21;28;Hard;Indoor;$1,091,000;Milos Raonic
Metz;Metz, France;2015.09.21;28;Hard;Indoor;€494,310;Jo-Wilfried Tsonga
Kuala Lumpur;Kuala Lumpur, Malaysia;2015.09.28;28;Hard;Indoor;$1,041,540;David Ferrer
Shenzhen;Shenzhen, China;2015.09.28;28;Hard;Outdoor;$668,945;Tomas Berdych
Beijing;Beijing, China;2015.10.05;32;Hard;Outdoor;$3,944,715;Novak Djokovic
Tokyo;Tokyo, Japan;2015.10.05;32;Hard;Outdoor;$1,397,250;Stan Wawrinka
ATP World Tour Masters 1000 Shanghai;Shanghai, China;2015.10.11;56;Hard;Outdoor;$7,021,335;Novak Djokovic
Vienna;Vienna, Austria;2015.10.19;32;Hard;Indoor;€2,324,045;David Ferrer
Moscow;Moscow, Russia;2015.10.19;28;Hard;Indoor;$771,525;Marin Cilic
Stockholm;Stockholm, Sweden;2015.10.19;28;Hard;Indoor;€604,155;Tomas Berdych
Basel;Basel, Switzerland;2015.10.26;32;Hard;Indoor;€2,022,300;Roger Federer
Valencia;Valencia, Spain;2015.10.26;28;Hard;Indoor;€604,155;Joao Sousa
ATP World Tour Masters 1000 Paris;Paris, France;2015.11.02;48;Hard;Indoor;€3,830,295;Novak Djokovic
ATP Finals;London, Great Britain;2015.11.15;8;Hard;Indoor;$7,000,000;Novak Djokovic
Doha;Doha, Qatar;2016.01.04;32;Hard;Outdoor;$1,283,855;Novak Djokovic
Chennai;Chennai, India;2016.01.04;28;Hard;Outdoor;$482,085;Stan Wawrinka
Brisbane;Brisbane, Australia;2016.01.04;28;Hard;Outdoor;$461,330;Milos Raonic
Auckland;Auckland, New Zealand;2016.01.11;28;Hard;Outdoor;$520,070;Roberto Bautista Agut
Sydney;Sydney, Australia;2016.01.11;28;Hard;Outdoor;$461,330;Viktor Troicki
Australian Open;Melbourne, Australia;2016.01.18;128;Hard;Outdoor;A$19,703,000;Novak Djokovic
