player_id;Hard;Clay;Grass;Carpet;Grand Slam;Tour Finals;Masters;Olympics;ATP 500;ATP 250;Davis Cup;Deciding Set;Fifth Set;After Winning 1st Set;After Losing 1st Set;Tie-Breaks;Deciding Set Tie-Breaks;Outdoor;Indoor;Best of 3;Best of 5;Vs No. 1;Vs Top 5;Vs Top 10;Vs Top 20;Vs Top 50;Vs Top 100;Final;For Bronze Medal;Semi-Final;Quarter-Final;Round of 16;Round of 32;Round of 64;Round of 128;Round-Robin;Very Fast;Fast;Medium Fast;Medium;Medium Slow;Slow;Very Slow;Best of 3: 2:0;Best of 3: 2:1;Best of 3: 1:2;Best of 3: 0:2;Best of 5: 3:0;Best of 5: 3:1;Best of 5: 3:2;Best of 5: 2:3;Best of 5: 1:3;Best of 5: 0:3;Win;Final;Semi-Final;Quarter-Final;Round of 16;Round of 32;Round of 64;Round of 128;Round-Robin
4311;45.9% (177-209);49.6% (129-131);55.8% (58-46);28.6% (4-10);49.6% (58-59);;41.8% (66-92);50.0% (3-3);43.2% (48-63);52.3% (174-159);48.6% (18-19);53.6% (143-124);52.4% (22-20);82.3% (279-60);20.9% (89-337);45.6% (149-178);54.1% (20-17);48.6% (299-316);46.0% (69-81);47.9% (295-321);49.0% (73-76);0.0% (0-10);9.4% (5-48);10.8% (10-83);21.2% (36-134);30.9% (115-257);42.7% (268-360);33.3% (3-6);;29.0% (9-22);44.1% (30-38);50.0% (68-68);45.9% (119-140);50.7% (73-71);60.3% (47-31);;46.9% (68-77);52.9% (72-64);43.0% (55-73);46.2% (54-63);48.5% (49-52);54.4% (37-31);45.5% (15-18);27.0% (162/599);20.2% (121/599);17.4% (104/599);35.4% (212/599);19.2% (28/146);13.7% (20/146);15.1% (22/146);13.7% (20/146);13.7% (20/146);24.7% (36/146);0.8% (3/379);33.3% (3-6);29.0% (9-22);44.1% (30-38);50.0% (68-68);45.9% (119-140);50.7% (73-71);60.3% (47-31);
6184;33.3% (3-6);48.1% (13-14);0.0% (0-1);;40.0% (2-3);;50.0% (1-1);;33.3% (2-4);38.5% (5-8);50.0% (7-7);33.3% (3-6);50.0% (1-1);78.9% (15-4);9.5% (2-19);72.7% (8-3);100.0% (1-0);42.9% (15-20);40.0% (2-3);39.1% (9-14);47.1% (8-9);;0.0% (0-2);0.0% (0-4);0.0% (0-5);12.5% (1-7);28.6% (6-15);;;;0.0% (0-3);75.0% (3-1);33.3% (4-8);25.0% (1-3);66.7% (2-1);;33.3% (2-4);;50.0% (1-1);36.4% (4-7);33.3% (1-2);50.0% (2-2);;27.3% (6/22);9.1% (2/22);22.7% (5/22);40.9% (9/22);12.5% (2/16);25.0% (4/16);6.3% (1/16);6.3% (1/16);31.3% (5/16);18.8% (3/16);;;;0.0% (0-3);75.0% (3-1);33.3% (4-8);25.0% (1-3);66.7% (2-1);
11769;34.4% (11-21);58.6% (34-24);40.0% (4-6);;16.7% (2-10);;40.0% (4-6);;42.1% (8-11);59.6% (28-19);58.3% (7-5);48.8% (20-21);0.0% (0-4);72.9% (35-13);26.9% (14-38);49.3% (34-35);63.6% (7-4);49.5% (45-46);44.4% (4-5);54.2% (45-38);23.5% (4-13);;33.3% (1-2);50.0% (4-4);29.4% (5-12);46.2% (18-21);45.2% (33-40);33.3% (1-2);;50.0% (3-3);54.5% (6-5);66.7% (10-5);55.2% (16-13);20.0% (2-8);28.6% (4-10);;37.5% (6-10);37.5% (3-5);50.0% (11-11);41.2% (7-10);68.4% (13-6);40.0% (2-3);0.0% (0-1);30.5% (25/82);24.4% (20/82);20.7% (17/82);24.4% (20/82);5.9% (1/17);17.6% (3/17);;23.5% (4/17);35.3% (6/17);17.6% (3/17);2.1% (1/47);33.3% (1-2);50.0% (3-3);54.5% (6-5);66.7% (10-5);55.2% (16-13);20.0% (2-8);28.6% (4-10);
5630;31.6% (25-54);55.2% (96-78);0.0% (0-9);;23.3% (7-23);;36.6% (15-26);0.0% (0-1);53.8% (21-18);51.0% (73-70);62.5% (5-3);43.5% (37-48);42.9% (3-4);84.3% (97-18);16.3% (24-123);44.3% (58-73);41.7% (5-7);46.4% (110-127);44.0% (11-14);48.7% (109-115);31.6% (12-26);0.0% (0-2);18.2% (2-9);18.8% (3-13);23.7% (9-29);34.5% (38-72);43.3% (90-118);50.0% (2-2);;28.6% (4-10);51.9% (14-13);54.0% (27-23);51.7% (46-43);25.0% (9-27);41.2% (14-20);;16.0% (4-21);28.0% (7-18);43.2% (19-25);49.1% (27-28);58.2% (46-33);50.0% (10-10);50.0% (3-3);32.7% (72/220);15.5% (34/220);20.0% (44/220);31.8% (70/220);5.4% (2/37);16.2% (6/37);8.1% (3/37);10.8% (4/37);21.6% (8/37);37.8% (14/37);1.4% (2/140);50.0% (2-2);28.6% (4-10);51.9% (14-13);54.0% (27-23);51.7% (46-43);25.0% (9-27);41.2% (14-20);
6020;50.0% (7-7);;0.0% (0-1);;0.0% (0-1);;;;50.0% (3-3);40.0% (2-3);66.7% (2-1);50.0% (2-2);;85.7% (6-1);12.5% (1-7);40.0% (2-3);0.0% (0-1);50.0% (7-7);0.0% (0-1);50.0% (7-7);0.0% (0-1);;0.0% (0-1);;50.0% (1-1);37.5% (3-5);30.0% (3-7);;;;0.0% (0-2);66.7% (2-1);50.0% (3-3);;0.0% (0-1);;57.1% (4-3);50.0% (1-1);0.0% (0-3);;;;;35.7% (5/14);14.3% (2/14);14.3% (2/14);35.7% (5/14);;;;;100.0% (1/1);;;;;0.0% (0-2);66.7% (2-1);50.0% (3-3);;0.0% (0-1);
4259;54.1% (225-191);57.0% (175-132);60.4% (58-38);45.5% (5-6);54.1% (72-61);;49.7% (87-88);100.0% (1-0);50.4% (69-68);61.7% (206-128);55.2% (16-13);52.4% (130-118);57.1% (16-12);84.5% (397-73);18.1% (65-294);50.4% (188-185);54.3% (25-21);56.8% (390-297);51.0% (74-71);56.0% (378-297);54.8% (86-71);6.7% (1-14);16.2% (11-57);20.2% (25-99);28.3% (63-160);43.0% (188-249);51.9% (360-333);44.4% (8-10);;43.9% (18-23);44.3% (39-49);53.4% (93-81);59.2% (151-104);61.9% (83-51);63.2% (43-25);0.0% (0-2);55.9% (80-63);50.0% (67-67);56.7% (85-65);61.9% (96-59);55.2% (74-60);55.2% (32-26);48.3% (14-15);38.8% (252/650);17.4% (113/650);16.5% (107/650);27.4% (178/650);31.1% (46/148);12.8% (19/148);10.8% (16/148);8.1% (12/148);14.9% (22/148);22.3% (33/148);2.2% (8/363);44.4% (8-10);43.9% (18-23);44.3% (39-49);53.4% (93-81);59.2% (151-104);61.9% (83-51);63.2% (43-25);0.0% (0-2)
6134;40.0% (8-12);50.0% (37-37);16.7% (1-5);;20.0% (2-8);;28.6% (2-5);;37.5% (6-10);53.7% (36-31);;45.7% (16-19);0.0% (0-3);74.5% (35-12);20.8% (11-42);52.4% (22-20);42.9% (3-4);46.2% (43-50);42.9% (3-4);48.9% (44-46);20.0% (2-8);0.0% (0-2);;0.0% (0-4);0.0% (0-11);23.3% (7-23);36.2% (25-44);100.0% (1-0);;50.0% (1-1);22.2% (2-7);36.0% (9-16);64.1% (25-14);30.8% (4-9);36.4% (4-7);;27.3% (3-8);60.0% (9-6);38.9% (7-11);56.3% (9-7);42.3% (11-15);44.4% (4-5);60.0% (3-2);31.5% (28/89);18.0% (16/89);18.0% (16/89);32.6% (29/89);10.0% (1/10);10.0% (1/10);;30.0% (3/10);20.0% (2/10);30.0% (3/10);1.8% (1/55);100.0% (1-0);50.0% (1-1);22.2% (2-7);36.0% (9-16);64.1% (25-14);30.8% (4-9);36.4% (4-7);
44670;11.1% (1-8);33.3% (6-12);50.0% (1-1);;40.0% (4-6);;50.0% (1-1);;0.0% (0-3);21.4% (3-11);;50.0% (5-5);50.0% (1-1);53.8% (7-6);6.3% (1-15);70.0% (7-3);100.0% (2-0);29.2% (7-17);20.0% (1-4);21.1% (4-15);40.0% (4-6);0.0% (0-1);;0.0% (0-3);0.0% (0-5);30.0% (3-7);30.0% (6-14);;;;0.0% (0-1);50.0% (1-1);14.3% (2-12);33.3% (2-4);50.0% (3-3);;40.0% (2-3);33.3% (2-4);12.5% (1-7);50.0% (2-2);16.7% (1-5);;;;21.1% (4/19);21.1% (4/19);57.9% (11/19);20.0% (2/10);10.0% (1/10);10.0% (1/10);10.0% (1/10);40.0% (4/10);10.0% (1/10);;;;0.0% (0-1);50.0% (1-1);14.3% (2-12);33.3% (2-4);50.0% (3-3);
6282;33.3% (4-8);20.0% (1-4);33.3% (1-2);;33.3% (3-6);;;;;27.3% (3-8);;50.0% (2-2);50.0% (1-1);66.7% (4-2);14.3% (2-12);50.0% (5-5);100.0% (1-0);27.3% (3-8);33.3% (3-6);27.3% (3-8);33.3% (3-6);;;;0.0% (0-3);11.1% (1-8);35.3% (6-11);;;;0.0% (0-1);33.3% (1-2);28.6% (2-5);0.0% (0-3);50.0% (3-3);;36.4% (4-7);0.0% (0-1);33.3% (1-2);33.3% (1-2);0.0% (0-2);;;18.2% (2/11);9.1% (1/11);9.1% (1/11);63.6% (7/11);;22.2% (2/9);11.1% (1/9);11.1% (1/9);22.2% (2/9);33.3% (3/9);;;;0.0% (0-1);33.3% (1-2);28.6% (2-5);0.0% (0-3);50.0% (3-3);
36223;44.4% (4-5);0.0% (0-1);50.0% (1-1);;66.7% (4-2);;;;;16.7% (1-5);;;;83.3% (5-1);0.0% (0-6);62.5% (5-3);;41.7% (5-7);;16.7% (1-5);66.7% (4-2);;0.0% (0-1);;50.0% (1-1);40.0% (2-3);45.5% (5-6);;;;;0.0% (0-2);40.0% (2-3);33.3% (1-2);100.0% (2-0);;50.0% (1-1);;44.4% (4-5);0.0% (0-1);;;;16.7% (1/6);;;83.3% (5/6);16.7% (1/6);50.0% (3/6);;;16.7% (1/6);16.7% (1/6);;;;;0.0% (0-2);40.0% (2-3);33.3% (1-2);100.0% (2-0);
5438;49.0% (103-107);50.0% (29-29);55.4% (31-25);;45.5% (25-30);;36.2% (21-37);75.0% (3-1);50.9% (27-26);57.3% (86-64);25.0% (1-3);49.0% (49-51);42.9% (6-8);80.4% (135-33);17.9% (28-128);46.6% (88-101);53.8% (14-12);51.4% (150-142);40.6% (13-19);51.7% (138-129);43.9% (25-32);;0.0% (0-11);13.3% (4-26);27.3% (18-48);36.7% (58-100);46.8% (117-133);66.7% (4-2);;40.0% (6-9);40.0% (14-21);56.3% (36-28);51.9% (56-52);51.9% (28-26);47.4% (18-20);;51.2% (42-40);47.5% (28-31);55.1% (49-40);44.0% (22-28);54.1% (20-17);33.3% (1-2);;34.6% (91/263);16.3% (43/263);16.3% (43/263);32.7% (86/263);23.2% (13/56);10.7% (6/56);10.7% (6/56);14.3% (8/56);10.7% (6/56);30.4% (17/56);2.5% (4/163);66.7% (4-2);40.0% (6-9);40.0% (14-21);56.3% (36-28);51.9% (56-52);51.9% (28-26);47.4% (18-20);
26755;41.7% (5-7);;0.0% (0-2);;0.0% (0-3);;0.0% (0-1);;;55.6% (5-4);0.0% (0-2);60.0% (3-2);;60.0% (3-2);20.0% (2-8);12.5% (1-7);0.0% (0-1);30.8% (4-9);50.0% (1-1);45.5% (5-6);0.0% (0-4);;;0.0% (0-1);0.0% (0-2);25.0% (1-3);33.3% (4-8);;;;0.0% (0-1);25.0% (1-3);100.0% (4-0);0.0% (0-1);0.0% (0-3);;33.3% (1-2);25.0% (1-3);33.3% (1-2);66.7% (2-1);;;;18.2% (2/11);27.3% (3/11);18.2% (2/11);36.4% (4/11);;;;;66.7% (2/3);33.3% (1/3);;;;0.0% (0-1);25.0% (1-3);100.0% (4-0);0.0% (0-1);0.0% (0-3);
5868;33.3% (5-10);40.0% (4-6);0.0% (0-2);;25.0% (2-6);;0.0% (0-1);;;38.9% (7-11);;16.7% (2-10);0.0% (0-3);44.4% (8-10);11.1% (1-8);31.3% (5-11);0.0% (0-2);36.8% (7-12);25.0% (2-6);36.8% (7-12);25.0% (2-6);;;100.0% (1-0);33.3% (1-2);42.9% (3-4);26.3% (5-14);;;;0.0% (0-1);16.7% (1-5);54.5% (6-5);0.0% (0-3);33.3% (2-4);;28.6% (2-5);40.0% (2-3);0.0% (0-3);37.5% (3-5);50.0% (2-2);;;22.2% (4/18);11.1% (2/18);38.9% (7/18);27.8% (5/18);;28.6% (2/7);;42.9% (3/7);14.3% (1/7);14.3% (1/7);;;;0.0% (0-1);16.7% (1-5);54.5% (6-5);0.0% (0-3);33.3% (2-4);
6315;20.0% (5-20);45.5% (25-30);33.3% (1-2);;22.2% (2-7);;0.0% (0-4);;46.7% (7-8);39.1% (18-28);44.4% (4-5);38.9% (14-22);33.3% (1-2);56.4% (22-17);20.5% (9-35);51.2% (21-20);25.0% (1-3);38.3% (31-50);0.0% (0-2);40.0% (28-42);23.1% (3-10);;;50.0% (1-1);14.3% (1-6);24.2% (8-25);30.9% (17-38);;;0.0% (0-1);16.7% (1-5);35.3% (6-11);50.0% (17-17);16.7% (1-5);20.0% (2-8);;25.0% (1-3);44.4% (4-5);26.3% (5-14);38.9% (7-11);40.0% (8-12);50.0% (1-1);50.0% (1-1);20.6% (14/68);19.1% (13/68);29.4% (20/68);30.9% (21/68);;15.4% (2/13);7.7% (1/13);15.4% (2/13);15.4% (2/13);46.2% (6/13);;;0.0% (0-1);16.7% (1-5);35.3% (6-11);50.0% (17-17);16.7% (1-5);20.0% (2-8);
11766;41.7% (5-7);50.0% (2-2);25.0% (1-3);;40.0% (2-3);;;;;20.0% (1-4);50.0% (5-5);50.0% (2-2);66.7% (2-1);75.0% (6-2);16.7% (2-10);50.0% (5-5);;42.1% (8-11);0.0% (0-1);38.5% (5-8);42.9% (3-4);;;0.0% (0-1);0.0% (0-2);0.0% (0-3);27.3% (3-8);;;;;0.0% (0-1);20.0% (1-4);100.0% (1-0);33.3% (1-2);;0.0% (0-4);33.3% (1-2);66.7% (2-1);;;;;41.7% (5/12);;8.3% (1/12);50.0% (6/12);;16.7% (1/6);33.3% (2/6);16.7% (1/6);;33.3% (2/6);;;;;0.0% (0-1);20.0% (1-4);100.0% (1-0);33.3% (1-2);
26009;45.5% (10-12);33.3% (1-2);0.0% (0-1);;0.0% (0-3);;40.0% (2-3);;55.6% (5-4);44.4% (4-5);;40.0% (4-6);0.0% (0-1);66.7% (6-3);29.4% (5-12);33.3% (4-8);;44.0% (11-14);0.0% (0-1);47.8% (11-12);0.0% (0-3);;0.0% (0-1);0.0% (0-3);16.7% (1-5);18.2% (2-9);40.0% (8-12);;;;0.0% (0-2);66.7% (2-1);27.3% (3-8);100.0% (6-0);0.0% (0-4);;33.3% (1-2);55.6% (5-4);50.0% (4-4);0.0% (0-4);50.0% (1-1);;;27.3% (6/22);18.2% (4/22);22.7% (5/22);31.8% (7/22);;;;33.3% (1/3);33.3% (1/3);33.3% (1/3);;;;0.0% (0-2);66.7% (2-1);27.3% (3-8);100.0% (6-0);0.0% (0-4);
4728;61.2% (235-149);53.4% (55-48);59.1% (39-27);;64.0% (71-40);50.0% (2-2);54.4% (87-73);50.0% (1-1);58.0% (51-37);60.9% (109-70);88.9% (8-1);57.3% (106-79);58.3% (14-10);84.4% (255-47);29.5% (74-177);55.0% (194-159);60.5% (23-15);60.1% (286-190);55.8% (43-34);57.8% (251-183);65.5% (78-41);0.0% (0-5);26.8% (11-30);21.0% (17-64);30.9% (43-96);45.6% (134-160);54.9% (252-207);31.6% (6-13);;63.3% (19-11);43.9% (29-37);54.7% (64-53);60.9% (98-63);69.7% (69-30);69.4% (34-15);66.7% (2-1);61.2% (71-45);61.9% (78-48);52.6% (60-54);61.3% (65-41);60.7% (34-22);52.0% (13-12);0.0% (0-1);35.5% (149/420);21.9% (92/420);16.4% (69/420);26.2% (110/420);29.3% (34/116);25.0% (29/116);12.1% (14/116);8.6% (10/116);8.6% (10/116);16.4% (19/116);2.6% (6/228);31.6% (6-13);63.3% (19-11);43.9% (29-37);54.7% (64-53);60.9% (98-63);69.7% (69-30);69.4% (34-15);66.7% (2-1)
4914;43.8% (70-90);54.1% (93-79);45.7% (16-19);;47.9% (34-37);;46.4% (26-30);;48.3% (29-31);46.6% (76-87);78.6% (11-3);41.2% (47-67);37.5% (3-5);77.5% (138-40);21.7% (41-148);53.8% (112-96);47.6% (10-11);50.0% (165-165);37.8% (14-23);47.7% (135-148);52.4% (44-40);0.0% (0-4);0.0% (0-18);5.7% (2-33);12.9% (9-61);35.4% (58-106);43.4% (129-168);40.0% (2-3);;62.5% (5-3);25.9% (7-20);40.0% (28-42);48.5% (64-68);52.5% (31-28);57.1% (28-21);;40.4% (19-28);41.8% (23-32);48.1% (38-41);46.3% (25-29);56.7% (51-39);42.9% (9-12);42.9% (3-4);32.7% (90/275);16.0% (44/275);22.5% (62/275);28.7% (79/275);23.2% (19/82);25.6% (21/82);3.7% (3/82);6.1% (5/82);13.4% (11/82);28.0% (23/82);1.1% (2/188);40.0% (2-3);62.5% (5-3);25.9% (7-20);40.0% (28-42);48.5% (64-68);52.5% (31-28);57.1% (28-21);
11762;26.7% (4-11);;0.0% (0-2);;0.0% (0-2);;0.0% (0-3);;0.0% (0-1);44.4% (4-5);0.0% (0-2);37.5% (3-5);;75.0% (3-1);7.7% (1-12);36.4% (4-7);50.0% (1-1);0.0% (0-11);66.7% (4-2);28.6% (4-10);0.0% (0-3);;;;;50.0% (2-2);20.0% (2-8);0.0% (0-1);;100.0% (1-0);100.0% (1-0);100.0% (1-0);25.0% (1-3);0.0% (0-5);0.0% (0-2);;66.7% (4-2);0.0% (0-6);0.0% (0-3);;;;;7.1% (1/14);21.4% (3/14);35.7% (5/14);35.7% (5/14);;;;;33.3% (1/3);66.7% (2/3);;0.0% (0-1);100.0% (1-0);100.0% (1-0);100.0% (1-0);25.0% (1-3);0.0% (0-5);0.0% (0-2);
5422;33.3% (6-12);0.0% (0-2);33.3% (2-4);;0.0% (0-4);;50.0% (2-2);;;28.6% (4-10);50.0% (2-2);50.0% (3-3);;72.7% (8-3);0.0% (0-15);50.0% (6-6);100.0% (1-0);30.8% (8-18);;35.0% (7-13);16.7% (1-5);;0.0% (0-1);;33.3% (1-2);28.6% (2-5);22.2% (4-14);;;;;0.0% (0-3);27.3% (3-8);100.0% (2-0);16.7% (1-5);;33.3% (2-4);0.0% (0-5);20.0% (1-4);50.0% (3-3);;;;20.0% (4/20);15.0% (3/20);15.0% (3/20);50.0% (10/20);;16.7% (1/6);;;;83.3% (5/6);;;;;0.0% (0-3);27.3% (3-8);100.0% (2-0);16.7% (1-5);
50813;50.0% (4-4);42.9% (3-4);0.0% (0-1);;0.0% (0-1);;50.0% (1-1);;50.0% (1-1);45.5% (5-6);;100.0% (4-0);;100.0% (5-0);18.2% (2-9);0.0% (0-6);;33.3% (3-6);57.1% (4-3);46.7% (7-8);0.0% (0-1);;;0.0% (0-1);25.0% (1-3);16.7% (1-5);38.5% (5-8);;;0.0% (0-1);100.0% (1-0);25.0% (1-3);50.0% (4-4);100.0% (1-0);0.0% (0-1);;57.1% (4-3);;0.0% (0-3);50.0% (1-1);50.0% (2-2);;;20.0% (3/15);26.7% (4/15);;53.3% (8/15);;;;;100.0% (1/1);;;;0.0% (0-1);100.0% (1-0);25.0% (1-3);50.0% (4-4);100.0% (1-0);0.0% (0-1);
45439;35.7% (10-18);25.0% (1-3);33.3% (1-2);;54.5% (6-5);;33.3% (1-2);;16.7% (1-5);26.7% (4-11);;16.7% (1-5);0.0% (0-1);75.0% (9-3);13.0% (3-20);56.0% (14-11);33.3% (1-2);35.7% (10-18);28.6% (2-5);25.0% (6-18);54.5% (6-5);0.0% (0-1);0.0% (0-3);20.0% (1-4);12.5% (1-7);23.8% (5-16);31.0% (9-20);;;;0.0% (0-1);33.3% (1-2);17.6% (3-14);37.5% (3-5);83.3% (5-1);;27.3% (3-8);30.0% (3-7);50.0% (4-4);50.0% (2-2);;0.0% (0-2);;20.8% (5/24);4.2% (1/24);16.7% (4/24);58.3% (14/24);30.0% (3/10);20.0% (2/10);;10.0% (1/10);30.0% (3/10);10.0% (1/10);;;;0.0% (0-1);33.3% (1-2);17.6% (3-14);37.5% (3-5);83.3% (5-1);
6085;33.3% (2-4);50.0% (5-5);0.0% (0-2);;40.0% (2-3);;0.0% (0-1);;;41.7% (5-7);;60.0% (3-2);0.0% (0-1);85.7% (6-1);9.1% (1-10);60.0% (3-2);;38.5% (5-8);40.0% (2-3);38.5% (5-8);40.0% (2-3);0.0% (0-1);;;33.3% (1-2);28.6% (2-5);37.5% (6-10);;;0.0% (0-1);100.0% (1-0);33.3% (1-2);37.5% (3-5);50.0% (1-1);33.3% (1-2);;25.0% (1-3);0.0% (0-2);50.0% (1-1);50.0% (2-2);75.0% (3-1);0.0% (0-2);;16.7% (2/12);25.0% (3/12);8.3% (1/12);50.0% (6/12);20.0% (1/5);20.0% (1/5);;20.0% (1/5);;40.0% (2/5);;;0.0% (0-1);100.0% (1-0);33.3% (1-2);37.5% (3-5);50.0% (1-1);33.3% (1-2);
44495;33.3% (6-12);51.2% (21-20);0.0% (0-4);;22.2% (2-7);;33.3% (2-4);;46.2% (6-7);50.0% (17-17);0.0% (0-1);52.2% (12-11);100.0% (2-0);80.0% (20-5);18.4% (7-31);57.9% (22-16);50.0% (1-1);44.1% (26-33);25.0% (1-3);46.3% (25-29);22.2% (2-7);;50.0% (1-1);20.0% (1-4);21.4% (3-11);33.3% (8-16);37.0% (17-29);;;0.0% (0-1);16.7% (1-5);46.2% (6-7);59.1% (13-9);36.4% (4-7);33.3% (3-6);;11.1% (1-8);50.0% (3-3);53.8% (7-6);46.2% (6-7);41.7% (5-7);50.0% (3-3);66.7% (2-1);26.4% (14/53);18.9% (10/53);20.8% (11/53);34.0% (18/53);;;25.0% (2/8);;37.5% (3/8);37.5% (3/8);;;0.0% (0-1);16.7% (1-5);46.2% (6-7);59.1% (13-9);36.4% (4-7);33.3% (3-6);
44526;53.6% (15-13);16.7% (1-5);0.0% (0-2);;16.7% (1-5);;0.0% (0-1);;50.0% (2-2);40.0% (6-9);75.0% (9-3);77.8% (7-2);100.0% (1-0);82.4% (14-3);19.0% (4-17);25.0% (4-12);50.0% (1-1);48.6% (18-19);0.0% (0-1);48.0% (12-13);46.2% (6-7);;0.0% (0-1);;0.0% (0-3);33.3% (3-6);31.8% (7-15);;;0.0% (0-1);100.0% (1-0);25.0% (1-3);36.4% (4-7);50.0% (2-2);20.0% (1-4);;36.4% (4-7);50.0% (3-3);16.7% (1-5);50.0% (1-1);0.0% (0-1);;;25.0% (6/24);25.0% (6/24);8.3% (2/24);41.7% (10/24);30.8% (4/13);7.7% (1/13);7.7% (1/13);;15.4% (2/13);38.5% (5/13);;;0.0% (0-1);100.0% (1-0);25.0% (1-3);36.4% (4-7);50.0% (2-2);20.0% (1-4);
6064;63.0% (17-10);62.5% (5-3);;;50.0% (1-1);;;;50.0% (1-1);55.6% (10-8);82.4% (14-3);61.5% (8-5);50.0% (2-2);86.4% (19-3);41.2% (7-10);62.5% (15-9);100.0% (2-0);69.0% (20-9);60.0% (6-4);62.5% (15-9);73.3% (11-4);;0.0% (0-2);;40.0% (2-3);35.7% (5-9);50.0% (10-10);;;0.0% (0-1);25.0% (1-3);66.7% (4-2);66.7% (6-3);0.0% (0-1);100.0% (1-0);;40.0% (2-3);57.1% (4-3);66.7% (6-3);;0.0% (0-1);;;37.5% (9/24);25.0% (6/24);12.5% (3/24);25.0% (6/24);46.7% (7/15);13.3% (2/15);13.3% (2/15);13.3% (2/15);6.7% (1/15);6.7% (1/15);;;0.0% (0-1);25.0% (1-3);66.7% (4-2);66.7% (6-3);0.0% (0-1);100.0% (1-0);
4606;65.0% (398-214);63.4% (156-90);68.4% (67-31);71.4% (15-6);70.5% (146-61);31.6% (6-13);62.0% (191-117);62.5% (5-3);63.3% (95-55);68.0% (153-72);65.9% (29-15);55.8% (148-117);72.4% (21-8);87.6% (552-78);24.6% (86-263);54.1% (224-190);45.7% (16-19);66.0% (522-269);61.7% (116-72);63.6% (464-266);69.9% (174-75);11.8% (4-30);20.6% (22-85);29.9% (53-124);40.6% (119-174);55.1% (332-270);61.7% (519-322);40.6% (13-19);;41.6% (32-45);54.7% (76-63);66.2% (141-72);73.8% (186-66);76.2% (93-29);76.6% (49-15);33.3% (6-12);66.5% (137-69);66.8% (123-61);65.8% (127-66);62.6% (107-64);66.3% (55-28);63.2% (36-21);56.8% (21-16);45.9% (328/715);17.8% (127/715);15.2% (109/715);21.1% (151/715);42.4% (103/243);19.3% (47/243);8.6% (21/243);3.3% (8/243);9.1% (22/243);17.3% (42/243);3.9% (13/330);40.6% (13-19);41.6% (32-45);54.7% (76-63);66.2% (141-72);73.8% (186-66);76.2% (93-29);76.6% (49-15);33.3% (6-12)
5953;46.3% (19-22);44.4% (16-20);0.0% (0-1);;37.5% (3-5);;50.0% (1-1);;25.0% (3-9);46.3% (19-22);60.0% (9-6);60.0% (15-10);80.0% (4-1);87.1% (27-4);17.0% (8-39);46.2% (18-21);50.0% (2-2);47.6% (30-33);33.3% (5-10);43.9% (25-32);47.6% (10-11);0.0% (0-1);0.0% (0-2);0.0% (0-5);0.0% (0-8);15.4% (4-22);26.5% (13-36);;;0.0% (0-2);50.0% (2-2);26.7% (4-11);50.0% (15-15);16.7% (1-5);66.7% (4-2);;50.0% (5-5);33.3% (2-4);33.3% (5-10);42.9% (6-8);46.2% (6-7);40.0% (2-3);;23.2% (13/56);19.6% (11/56);16.1% (9/56);41.1% (23/56);14.3% (3/21);14.3% (3/21);19.0% (4/21);4.8% (1/21);28.6% (6/21);19.0% (4/21);;;0.0% (0-2);50.0% (2-2);26.7% (4-11);50.0% (15-15);16.7% (1-5);66.7% (4-2);
5986;50.0% (75-75);45.9% (28-33);55.6% (10-8);;42.1% (16-22);;36.4% (12-21);0.0% (0-1);34.8% (8-15);56.6% (64-49);60.9% (14-9);57.7% (45-33);50.0% (6-6);80.4% (82-20);24.8% (32-97);44.9% (35-43);66.7% (4-2);47.5% (85-94);55.8% (29-23);49.4% (86-88);49.1% (28-29);0.0% (0-2);21.4% (3-11);20.0% (4-16);21.2% (7-26);27.7% (26-68);40.5% (68-100);75.0% (3-1);;50.0% (4-4);40.0% (8-12);45.5% (20-24);54.4% (37-31);37.1% (13-22);51.7% (15-14);;51.0% (25-24);39.3% (11-17);58.2% (32-23);45.0% (18-22);39.1% (9-14);45.5% (5-6);0.0% (0-2);26.2% (43/164);23.8% (39/164);16.5% (27/164);33.5% (55/164);22.2% (12/54);13.0% (7/54);11.1% (6/54);11.1% (6/54);24.1% (13/54);18.5% (10/54);2.7% (3/112);75.0% (3-1);50.0% (4-4);40.0% (8-12);45.5% (20-24);54.4% (37-31);37.1% (13-22);51.7% (15-14);
6196;38.0% (41-67);49.0% (49-51);60.0% (18-12);;45.5% (20-24);;36.4% (12-21);;36.0% (9-16);50.0% (60-60);43.8% (7-9);44.0% (33-42);45.5% (5-6);79.6% (90-23);14.5% (18-106);45.1% (60-73);61.5% (8-5);47.5% (104-115);21.1% (4-15);46.2% (85-99);42.6% (23-31);50.0% (1-1);33.3% (2-4);15.8% (3-16);25.0% (10-30);31.5% (34-74);39.7% (73-111);50.0% (1-1);;28.6% (2-5);46.7% (7-8);35.6% (16-29);50.0% (44-44);46.7% (14-16);48.6% (17-18);;46.0% (23-27);51.5% (17-16);40.0% (18-27);48.1% (13-14);42.2% (19-26);53.8% (7-6);44.4% (4-5);32.2% (57/177);15.8% (28/177);20.3% (36/177);31.6% (56/177);19.2% (10/52);13.5% (7/52);9.6% (5/52);11.5% (6/52);17.3% (9/52);28.8% (15/52);0.8% (1/124);50.0% (1-1);28.6% (2-5);46.7% (7-8);35.6% (16-29);50.0% (44-44);46.7% (14-16);48.6% (17-18);
